iter	RMSE
684	0.1234205454
685	0.1232290925
686	0.1231059794
687	0.122995617
688	0.1228783762
689	0.122775341
690	0.1226945662
691	0.1225656413
692	0.1225069935
693	0.1224250502
694	0.122363193
695	0.1222749302
696	0.1221859966
697	0.122108438
698	0.1220860432
699	0.122001454
700	0.1218546629
701	0.1217956345
702	0.121749857
703	0.1216151298
704	0.1215672688
705	0.1214928327
706	0.1213901612
707	0.1213393838
708	0.1212526673
709	0.1212322449
710	0.1211645831
711	0.1211153869
712	0.1210730406
713	0.1210018046
714	0.1208151886
715	0.1207738026
716	0.1207240547
717	0.1206928419
718	0.1206130792
719	0.1205199845
720	0.1204810136
721	0.1202963903
722	0.1202149
723	0.1201134273
724	0.1200094751
725	0.1198768316
726	0.1197630131
727	0.1195958494
728	0.1195190571
729	0.1192657887
730	0.1191644433
731	0.1191114757
732	0.1189544366
733	0.1188783841
734	0.1188242256
735	0.118773506
736	0.1186862456
737	0.1186343269
738	0.1185644213
739	0.1184888393
740	0.1184100939
741	0.1183739352
742	0.1182871414
743	0.1181891982
744	0.1181414072
745	0.1180710669
746	0.1180078784
747	0.1177773975
748	0.1177232705
749	0.1176933667
750	0.1176402327
751	0.1175532082
752	0.1174280029
753	0.1173438858
754	0.1172315116
755	0.1171728791
756	0.1169713312
757	0.1169485303
758	0.116818773
759	0.1167210237
760	0.1166588899
761	0.1165825355
762	0.1164741316
763	0.1163438413
764	0.1162888557
765	0.1161828475
766	0.1161307803
767	0.1160033969
768	0.1159328314
769	0.1158667323
770	0.1156748422
771	0.1155676277
772	0.1154408959
773	0.1153736748
774	0.115289631
775	0.1152234481
776	0.1151787317
777	0.115096074
778	0.1149292183
779	0.114892965
780	0.1148006495
781	0.1147642598
782	0.1146912443
783	0.1146586071
784	0.1145762659
785	0.1145109726
786	0.1144373355
787	0.1143822116
788	0.1143342363
789	0.1142140129
790	0.1140881043
791	0.1140526634
792	0.113944256
793	0.1139171645
794	0.1137751887
795	0.1136913464
796	0.1136688434
797	0.1136293677
798	0.1135503067
799	0.1135007677
800	0.1133987841
801	0.1133048102
802	0.1132707645
803	0.1132113075
804	0.1131594028
805	0.1131035261
806	0.1130336665
807	0.1129215681
808	0.1128511701
809	0.1127932413
810	0.1127339969
811	0.1126262814
812	0.1125938893
813	0.1125326569
814	0.1124989257
815	0.1123884966
816	0.1123576243
817	0.1122484954
818	0.1121357151
819	0.112037916
820	0.1120073337
821	0.1119067327
822	0.111783926
823	0.1117291347
824	0.1116900459
825	0.111663354
826	0.1115384248
827	0.1114079386
828	0.1113376623
829	0.1112974349
830	0.1112727981
831	0.1111739754
832	0.1110705278
833	0.1110179042
834	0.1109114604
835	0.1108852896
836	0.110824048
837	0.1107307753
838	0.1106940543
839	0.1106130974
840	0.1105797212
841	0.1104175272
842	0.1103051116
843	0.1102112327
844	0.1100864354
845	0.1100263908
846	0.1099032416
847	0.1098497287
848	0.1097779214
849	0.1097039028
850	0.1096656924
851	0.1095183173
852	0.1094432251
853	0.1093735314
854	0.1093171855
855	0.1092123992
856	0.1091652717
857	0.1090499625
858	0.1090202577
859	0.1088968283
860	0.1087897772
861	0.1087137699
862	0.1086902143
863	0.1086308325
864	0.1085246698
865	0.1084365473
866	0.108397049
867	0.1083037319
868	0.1082918832
869	0.108185002
870	0.1080706582
871	0.1080121512
872	0.1079569655
873	0.1078876709
874	0.107748158
875	0.1077261805
876	0.1077043833
877	0.1076007799
878	0.10758972
879	0.1075413691
880	0.1074746727
881	0.1073447047
882	0.1072910881
883	0.1072071726
884	0.107110294
885	0.107020315
886	0.1069013255
887	0.106836506
888	0.1067230965
889	0.1066844982
890	0.1064951284
891	0.1063781175
892	0.1062842615
893	0.1062175827
894	0.1061909552
895	0.106156188
896	0.1059168085
897	0.1058497676
898	0.1058129202
899	0.1056982889
900	0.1056076974
901	0.1054889106
902	0.1053374022
903	0.10530522
904	0.1052243108
905	0.1051741433
906	0.1051066481
907	0.1050678307
908	0.1049464876
909	0.1049109226
910	0.1048807594
911	0.1048179483
912	0.1047987926
913	0.1047889091
914	0.1047574062
915	0.1047213389
916	0.1046369258
917	0.1045795395
918	0.1045532122
919	0.1043870881
920	0.1042807209
921	0.104261476
922	0.1041959616
923	0.1041740775
924	0.1041260647
925	0.1040031121
926	0.1038919649
927	0.1038316302
928	0.1037623258
929	0.1037057486
930	0.103662697
931	0.1036072333
932	0.1035764569
933	0.1035332594
934	0.103354384
935	0.1033104296
936	0.1031952819
937	0.1031651315
938	0.1030816822
939	0.1029903632
940	0.102919599
941	0.1028480369
942	0.1027394656
943	0.1026838739
944	0.1026492338
945	0.1025409352
946	0.1024549389
947	0.1024020179
948	0.1023715248
949	0.1023421626
950	0.1022682726
951	0.1022180156
952	0.1020631064
953	0.102029133
954	0.1020014671
955	0.1019464566
956	0.1018140052
957	0.1017521784
958	0.1017287197
959	0.1017133305
960	0.1016613386
961	0.1015583845
962	0.1015185155
963	0.1014869256
964	0.1014515088
965	0.1014062338
966	0.1013874792
967	0.1012883497
968	0.1011934625
969	0.1010324777
970	0.101009699
971	0.100943315
972	0.1008132267
973	0.1006615435
974	0.1006047508
975	0.1005547031
976	0.1004957398
977	0.100456461
978	0.1003523708
979	0.1002982866
980	0.1002746291
981	0.1001895615
982	0.1001181245
983	0.1000254319
984	0.09999371482
985	0.09996422077
986	0.09992047221
987	0.09986049976
988	0.09980144642
989	0.09966139468
990	0.0995317467
991	0.09947007672
992	0.09939182585
993	0.09934929649
994	0.09933070118
995	0.09929852136
996	0.09925685912
997	0.09918477322
998	0.09915729875
999	0.09910721352
